Name,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,y,Phone,Email,Address,Has_4_Wheeler,Highest_Time_Spent_Website,Highest_Time_Spent
Alice Edwards,30,management,single,tertiary,no,162,yes,no,20,may,186,4,-1,0,unknown,no,3192917164,butlerchristopher@example.org,"8980 Alexander Club
South Melissa, AZ 80598",True,sofi.com/personal-loans,145
Teresa Miller,35,blue-collar,married,secondary,no,53,yes,no,2,jun,826,4,-1,0,unknown,no,2828492262,joseph55@example.org,"83557 Kathleen Path
Zacharyfurt, VT 00857",True,sofi.com/personal-loans,145
Meredith Gentry,31,services,married,secondary,no,238,yes,yes,9,may,156,2,-1,0,unknown,no,2539295524,denisebeck@example.net,"542 Leslie Rapids
New John, SD 59822",False,sofi.com/personal-loans,145
Kelly Mcdaniel,32,blue-collar,married,secondary,no,715,yes,no,8,may,108,2,-1,0,unknown,no,5985491321,robertlewis@example.org,"15639 John Road
Port Rebeccaview, KY 30980",False,sofi.com/personal-loans,143
Steven Miller,57,retired,married,tertiary,no,138,no,no,26,may,157,5,-1,0,unknown,no,5315734403,tdorsey@example.com,"5630 Jake Freeway Suite 041
Lyonston, LA 40202",True,sofi.com/personal-loans,143
Christine Wolf MD,32,management,single,tertiary,no,12686,yes,no,3,jun,54,1,-1,0,unknown,no,3518516170,dhurst@example.org,"912 Joshua Heights Apt. 000
West Samanthashire, KS 04538",False,sofi.com/personal-loans,143
Drew Morton,48,management,divorced,unknown,no,549,yes,no,6,may,427,1,-1,0,unknown,no,2068016364,luke03@example.com,"9498 David Circles Apt. 635
Johnathanhaven, AK 32551",True,sofi.com/personal-loans,141
John Lamb,42,blue-collar,married,secondary,no,698,no,no,5,jun,729,2,-1,0,unknown,no,6527704824,srodriguez@example.com,"020 Johnson Creek
Velazquezfurt, TN 02914",False,sofi.com/personal-loans,141
Michael Rodriguez,41,admin.,married,secondary,no,8238,yes,yes,30,may,124,4,-1,0,unknown,no,8733038816,westlogan@example.com,"26633 Jake Dale
Port Patrick, SC 49924",False,sofi.com/personal-loans,138
Christopher Rivera,51,services,married,primary,no,8806,yes,no,19,may,131,1,-1,0,unknown,no,2182388952,jessegarza@example.com,"2962 Peter Village
Rebeccafurt, NJ 64438",False,sofi.com/personal-loans,138
Rebekah Berry,34,management,married,tertiary,no,1267,yes,no,2,jun,87,4,-1,0,unknown,no,2643207289,youngnatalie@example.com,"5062 Michael Falls
Oliviaview, GA 27274",False,sofi.com/personal-loans,137
Sean Forbes,49,blue-collar,married,secondary,no,2219,yes,no,15,may,51,2,-1,0,unknown,no,5838123706,johnsonkeith@example.org,"USS Harrison
FPO AP 29063",True,sofi.com/personal-loans,137
Brenda Blake,35,technician,single,secondary,no,539,yes,no,7,may,520,1,-1,0,unknown,no,2603707154,avalencia@example.org,"75450 Kaiser Place
Lake Tammy, TN 52189",False,sofi.com/personal-loans,137
Mary Black,40,technician,married,unknown,no,698,yes,no,8,may,223,2,-1,0,unknown,no,9795853901,gomezmichael@example.org,"6470 Fields Way
North Michael, UT 02341",True,sofi.com/personal-loans,136
Deborah Johnson,37,blue-collar,single,secondary,no,3344,yes,no,26,may,85,5,-1,0,unknown,no,6446081872,helenclay@example.com,"PSC 5239, Box 0312
APO AA 67357",False,sofi.com/personal-loans,135
Michael Becker,31,blue-collar,married,primary,no,406,yes,no,8,may,31,1,-1,0,unknown,no,8455739216,ricardo76@example.org,"180 Mary Coves Suite 162
Sanchezborough, WV 92928",True,sofi.com/personal-loans,135
Ashley Martinez,38,blue-collar,married,secondary,no,-40,yes,no,23,may,227,1,-1,0,unknown,no,6072313880,medinadenise@example.org,"7153 Derrick Prairie
Sancheztown, AS 70517",True,sofi.com/personal-loans,135
Helen Perez,50,technician,married,secondary,no,841,yes,no,29,may,54,2,-1,0,unknown,no,6758208035,lauren29@example.net,"Unit 7823 Box 3285
DPO AE 67156",False,sofi.com/personal-loans,134
Rhonda Carter,38,admin.,divorced,secondary,no,19,yes,no,30,may,604,2,-1,0,unknown,yes,2014360774,cstone@example.org,"56555 Victoria Throughway
Christinamouth, MH 15842",True,sofi.com/personal-loans,134
Samantha Wilson,27,technician,married,secondary,no,2183,yes,yes,21,may,857,1,-1,0,unknown,yes,6684622621,holmescheryl@example.net,"07146 Michelle Run Apt. 830
Lauraside, SC 80639",True,sofi.com/personal-loans,133
Tyler Beard,54,admin.,married,unknown,no,3965,yes,no,15,may,138,2,-1,0,unknown,no,5914260006,christopher02@example.net,"138 Waller Mount Suite 371
Camachoborough, NV 28117",False,sofi.com/personal-loans,131
Tabitha Rojas,60,retired,divorced,secondary,no,545,yes,no,6,may,1030,1,-1,0,unknown,yes,5928461517,alexandriameyers@example.org,"32833 Fletcher Parkways Apt. 272
Lake Aaronborough, UT 77291",True,sofi.com/personal-loans,131
Michele Smith MD,35,management,single,tertiary,no,1273,yes,no,2,jun,111,3,-1,0,unknown,no,3665338120,neil06@example.net,"321 Timothy Burgs Suite 253
Heidiberg, PA 54732",True,sofi.com/personal-loans,130
Robert Bailey DVM,36,services,single,secondary,no,342,yes,no,7,may,142,1,-1,0,unknown,no,4692231084,christine18@example.org,"70602 Jacqueline Islands Suite 296
Lake Gregory, MD 42770",True,sofi.com/personal-loans,130
Becky Chapman,48,technician,single,secondary,no,9131,yes,no,14,may,902,5,-1,0,unknown,no,4643745405,waltonandrew@example.com,"2500 Newman Locks Suite 110
North Jeffery, DE 93346",False,sofi.com/personal-loans,130
Tracy Williams,53,management,married,tertiary,no,1619,no,no,5,jun,89,1,-1,0,unknown,no,8564463126,brad50@example.org,"12322 Kennedy Forge Suite 116
Cooperville, CT 87159",False,sofi.com/personal-loans,130
Kevin Smith,37,blue-collar,single,secondary,no,115,yes,no,12,may,74,1,-1,0,unknown,no,8316166749,erikafloyd@example.net,"6835 Aaron Corner Suite 700
Anthonyfort, GU 57743",True,sofi.com/personal-loans,129
Taylor Miller,41,blue-collar,married,secondary,no,901,yes,no,6,jun,80,3,-1,0,unknown,no,2769798879,danielwilliam@example.org,"53944 Nolan Views Suite 494
New Carmen, VI 11302",False,sofi.com/personal-loans,128
William Wheeler,33,blue-collar,married,primary,no,191,yes,no,9,may,162,2,-1,0,unknown,no,4252260830,mallorydean@example.com,"92331 Marc Mission Apt. 735
Port Frederick, AS 89194",False,sofi.com/personal-loans,128
Mrs. Samantha Cook,58,retired,married,secondary,no,295,yes,yes,26,may,136,2,-1,0,unknown,no,6207101467,courtney66@example.com,"6837 Jennifer Lodge Apt. 685
Davidchester, NM 34817",True,sofi.com/personal-loans,128
Vanessa Cook,57,admin.,divorced,secondary,no,-140,yes,no,28,may,264,2,-1,0,unknown,no,2008355311,tinataylor@example.org,"048 Sanders Ways
New Jeremy, DC 83821",True,sofi.com/personal-loans,128
Matthew Mendez,41,blue-collar,married,unknown,no,732,yes,no,16,may,25,1,-1,0,unknown,no,5533696589,andrew15@example.com,"449 Marshall Mall
Port Richard, MH 00611",True,sofi.com/personal-loans,128
Jeanette Avery,34,management,married,tertiary,no,363,no,no,21,may,171,5,-1,0,unknown,no,6497767167,bryan00@example.org,"54022 Veronica Key Apt. 470
South John, MA 89983",True,sofi.com/personal-loans,127
James Wang,31,services,married,secondary,no,1273,yes,no,23,may,442,1,-1,0,unknown,no,5639403331,bmartinez@example.org,"535 Greer Forge Suite 307
Port Michaelland, NC 86979",True,sofi.com/personal-loans,127
Hannah Chen,34,management,single,tertiary,no,318,yes,no,5,may,113,2,-1,0,unknown,no,4658048429,jorge10@example.com,"USCGC Williams
FPO AP 03935",True,sofi.com/personal-loans,127
Mitchell Garcia,34,admin.,single,secondary,no,1254,no,no,3,jun,87,3,-1,0,unknown,no,6797384131,james03@example.org,"847 Eric Parks Apt. 611
Flemingborough, TN 44848",False,sofi.com/personal-loans,127
Brenda Smith,46,technician,married,secondary,no,231,yes,no,3,jun,117,1,-1,0,unknown,no,8437241114,raymondali@example.org,"366 Powers Locks Apt. 978
Jeremyview, MP 57982",False,sofi.com/personal-loans,127
Lindsey Charles,57,blue-collar,married,primary,no,5431,yes,yes,6,may,383,1,-1,0,unknown,no,2569911335,olivia15@example.org,"4069 Randall Falls Suite 197
South Cherylmouth, NY 82782",True,sofi.com/personal-loans,127
Brian Mcintyre,47,management,divorced,tertiary,no,107,no,no,15,may,246,1,-1,0,unknown,no,6438476247,mejiabenjamin@example.net,"3165 Denise Vista Suite 505
Port Williammouth, VT 14160",True,sofi.com/personal-loans,127
Jodi Stewart,57,housemaid,married,primary,no,3570,no,no,9,jun,233,2,-1,0,unknown,no,6769701179,pricejoanna@example.com,"438 Petersen Mountains Apt. 578
Port Elizabeth, VA 84455",False,sofi.com/personal-loans,127
Jordan Edwards,41,management,married,tertiary,no,140,yes,no,5,jun,65,3,-1,0,unknown,no,4185583539,aroberts@example.net,"961 Darrell Light
Lake Mariaview, UT 79024",False,sofi.com/personal-loans,126
Brittany Lopez,41,admin.,married,secondary,no,920,yes,yes,27,may,239,1,-1,0,unknown,no,9755734725,award@example.net,"80554 Knight Prairie
Elizabethview, ME 37404",True,sofi.com/personal-loans,126
Dr. Joshua Villanueva,32,technician,married,secondary,no,0,yes,no,6,may,176,2,-1,0,unknown,no,2859565337,jeremylynn@example.org,"9135 Catherine Tunnel Apt. 445
Port Stephen, OR 07199",True,sofi.com/personal-loans,126
Deborah Miller,57,services,married,secondary,no,1,no,no,7,may,852,1,-1,0,unknown,no,8195779136,jameshahn@example.net,"021 Olivia Vista Suite 780
Meghanside, MI 27915",True,sofi.com/personal-loans,126
Donna Collins,32,blue-collar,single,primary,no,405,yes,no,26,may,200,1,-1,0,unknown,no,5267646391,lmitchell@example.org,"5284 Beasley Glens Suite 255
Randallshire, FM 08523",True,sofi.com/personal-loans,126
Laura Martin,48,blue-collar,married,primary,no,2642,yes,no,8,may,330,3,-1,0,unknown,no,7496001489,debra18@example.org,"427 Anthony Garden Apt. 592
Chloechester, GU 74953",False,sofi.com/personal-loans,126
Joan Jones,41,technician,married,secondary,no,2490,yes,no,21,may,115,2,-1,0,unknown,no,9777516251,hurleyangelica@example.com,"32519 Robert Shores Suite 267
North Michael, ND 70995",False,sofi.com/personal-loans,126
Dr. Kevin Wells MD,46,blue-collar,married,primary,no,0,yes,no,14,may,73,1,-1,0,unknown,no,4789309267,stephaniebates@example.net,"9554 Simmons Causeway
North John, AL 05445",True,sofi.com/personal-loans,126
Jennifer Cox,32,blue-collar,single,secondary,no,1721,yes,no,21,may,650,2,-1,0,unknown,no,2083025110,kparsons@example.org,"235 Jacob Lodge
Markton, WY 19729",True,sofi.com/personal-loans,125
Benjamin Walters,45,blue-collar,married,primary,no,816,yes,no,2,jun,80,3,-1,0,unknown,no,6437550784,sierra37@example.com,"587 Powers Rapids
Youngburgh, NH 71112",False,sofi.com/personal-loans,125
Gary Martinez IV,23,student,single,unknown,no,854,yes,no,28,may,664,2,-1,0,unknown,yes,7329221636,spencershannon@example.org,"4544 Wells Causeway Apt. 005
Haleborough, MT 70986",False,sofi.com/personal-loans,125
Ryan Hunt,32,admin.,married,secondary,no,-370,yes,no,27,may,98,1,-1,0,unknown,no,6759738560,qperkins@example.net,"017 Alicia Lane
Lake Miguel, MA 60789",False,sofi.com/personal-loans,125
Dr. Laurie Vega,48,management,married,tertiary,no,489,yes,no,13,may,60,1,-1,0,unknown,no,4883423855,dylan42@example.org,"0943 Mary Burg
New Jason, DE 77906",False,sofi.com/personal-loans,124
Tina Robbins,32,blue-collar,married,secondary,no,883,yes,yes,30,may,59,1,-1,0,unknown,no,2492350665,williamclark@example.org,"081 Sanchez Streets
Simpsonmouth, LA 13724",False,sofi.com/personal-loans,124
Erik Rosales,28,admin.,married,secondary,no,2,yes,no,9,may,167,1,-1,0,unknown,no,3607093540,homonica@example.org,"6185 Michael Terrace Apt. 581
Miguelton, NJ 26528",True,sofi.com/personal-loans,124
Michael Brooks,33,technician,single,tertiary,no,594,yes,yes,23,may,149,1,-1,0,unknown,no,4543887064,cooleykrista@example.net,"PSC 7965, Box 2651
APO AA 37419",False,sofi.com/personal-loans,124
Richard Morgan,32,technician,single,tertiary,no,6281,yes,no,3,jun,1336,4,-1,0,unknown,yes,8625925084,stanleyabigail@example.org,"Unit 0530 Box 9454
DPO AE 08649",True,sofi.com/personal-loans,124
Anna Steele DDS,28,entrepreneur,single,secondary,no,1734,yes,no,3,jun,161,3,-1,0,unknown,no,3222826457,davidjefferson@example.org,"5373 Madison Drive Apt. 029
Bergtown, PA 36634",False,sofi.com/personal-loans,124
Brian Obrien,40,blue-collar,married,secondary,no,475,yes,no,5,may,332,2,-1,0,unknown,no,8597589811,marthacross@example.org,"26129 Evans Trail Suite 521
Deleonshire, MS 71709",False,sofi.com/personal-loans,123
Mary Wilson,30,services,married,secondary,no,0,yes,yes,3,jun,185,1,-1,0,unknown,no,9696486329,powellalyssa@example.org,"0658 Andrew Lakes Apt. 131
Port Cheryl, GA 36289",False,sofi.com/personal-loans,123
Robert Smith,50,management,married,secondary,no,0,yes,no,14,may,94,4,-1,0,unknown,no,7597927329,garciascott@example.net,"44794 Huff Court
Gregoryfurt, MS 54549",True,sofi.com/personal-loans,123
Carla Gilmore,28,technician,married,secondary,no,1180,yes,no,29,may,637,3,-1,0,unknown,no,7049660438,lisa40@example.org,"819 Gallegos Glen Suite 274
Brucemouth, FL 62797",False,sofi.com/personal-loans,122
Robert Lee,54,technician,divorced,secondary,no,83,yes,no,6,may,190,3,-1,0,unknown,no,6217364005,josehudson@example.org,"Unit 4550 Box 7819
DPO AA 69203",True,sofi.com/personal-loans,122
Tyler Freeman,38,technician,single,secondary,no,2751,yes,no,28,may,185,1,-1,0,unknown,no,2944439313,april20@example.com,"7025 Francisco Bypass Apt. 667
Sharpville, MT 22919",False,sofi.com/personal-loans,122
Richard Gibbs,48,management,divorced,secondary,no,1598,yes,no,29,may,84,1,-1,0,unknown,no,7976266215,respinoza@example.net,"Unit 5566 Box 7318
DPO AP 64543",False,sofi.com/personal-loans,122
Kathryn Powell,30,management,married,tertiary,no,1825,yes,no,9,may,164,1,-1,0,unknown,no,4332470613,gomeztabitha@example.com,"1871 Spencer Estates Suite 376
Jonton, WV 65233",True,sofi.com/personal-loans,122
Donna Williams,56,admin.,married,secondary,no,2146,no,yes,9,jun,594,1,-1,0,unknown,no,5665763567,christophermelendez@example.net,"966 Gail Villages Apt. 102
Duncanstad, MP 48293",True,sofi.com/personal-loans,122
Richard Howard,53,retired,married,primary,no,17,no,yes,6,jun,104,2,-1,0,unknown,no,6276326248,jjackson@example.com,"2909 Hubbard Drive Suite 409
Garciaborough, MI 58033",False,sofi.com/personal-loans,122
Jason Richard,45,technician,married,secondary,no,1003,yes,no,4,jun,71,1,-1,0,unknown,no,7079604747,esmith@example.org,"222 William Light
West Katherineborough, MD 08666",True,sofi.com/personal-loans,121
Dr. Dylan Wilson,34,management,married,secondary,no,-311,yes,no,27,may,305,2,-1,0,unknown,no,3366832789,jeffreywagner@example.net,"78073 Washington Plaza Suite 985
Port Lauraberg, MN 80098",True,sofi.com/personal-loans,121
Dawn Kramer,40,blue-collar,married,secondary,no,3311,yes,yes,26,may,243,6,-1,0,unknown,no,8766310096,mark09@example.org,"785 Amy Crossing
Lake Carlyfurt, MP 76659",False,sofi.com/personal-loans,121
Crystal Graham,31,admin.,single,secondary,no,-48,yes,no,16,may,254,17,-1,0,unknown,no,8205750392,joshua72@example.com,"9226 Sonia Neck Suite 856
Lake Brittany, MN 12552",False,sofi.com/personal-loans,121
Cory Carter,48,blue-collar,married,secondary,no,154,yes,no,27,may,70,3,-1,0,unknown,no,5126418630,ubarajas@example.net,"368 Brenda Falls
West Julieton, WA 50873",False,sofi.com/personal-loans,121
Rachel Kelley,34,blue-collar,married,secondary,no,615,yes,no,7,may,225,2,-1,0,unknown,no,9629001701,mlester@example.net,"75990 Christopher Point
Amyburgh, GA 66601",False,sofi.com/personal-loans,121
Richard Evans,43,management,married,secondary,no,3,yes,no,9,may,204,2,-1,0,unknown,no,2655926573,david03@example.org,"89387 Wolfe Club
South Amyport, ME 36296",False,sofi.com/personal-loans,121
Amanda Williams,26,blue-collar,single,secondary,no,-29,yes,no,8,may,196,1,-1,0,unknown,no,9225028687,cgarcia@example.org,"5120 Martinez Station
Jacksonfurt, MN 07104",False,sofi.com/personal-loans,121
Adrian Silva,29,self-employed,single,secondary,no,272,yes,no,16,may,123,3,-1,0,unknown,no,9578929712,connorbarnett@example.net,"3804 Brooks Underpass
Crosbyburgh, CO 88451",False,sofi.com/personal-loans,121
Erika Howard,49,unemployed,divorced,secondary,no,495,yes,no,16,may,40,5,-1,0,unknown,no,5113856306,lauracarter@example.com,"639 Williams Loop
Wendyborough, CA 06185",True,sofi.com/personal-loans,120
Dr. Daniel Mitchell,55,management,married,secondary,no,0,yes,no,13,may,309,2,-1,0,unknown,no,5969234292,davidbass@example.com,"7077 Carrie Mountains
Pachecoburgh, FL 84150",False,sofi.com/personal-loans,120
Randy Torres,34,blue-collar,married,secondary,no,457,yes,yes,27,may,188,1,-1,0,unknown,no,9464583057,tjohnson@example.org,"Unit 0055 Box 2283
DPO AP 84613",False,sofi.com/personal-loans,120
Laura Nelson,24,services,married,secondary,no,620,yes,no,8,may,144,1,-1,0,unknown,no,5774386242,ryanpatrick@example.com,"05984 Jones Common
Buckleyburgh, PW 95044",False,sofi.com/personal-loans,120
David Shaffer,46,management,divorced,tertiary,no,25,no,no,26,may,103,2,-1,0,unknown,no,8652178846,robertwilliams@example.com,"44594 David Inlet Suite 262
Lake Seanton, CT 09517",False,sofi.com/personal-loans,120
Ms. Kristen Graham,30,unemployed,single,secondary,yes,-770,yes,no,28,may,87,1,-1,0,unknown,no,2055265505,kfitzpatrick@example.net,"PSC 9191, Box 7568
APO AA 06187",False,sofi.com/personal-loans,120
John Dunn,34,blue-collar,married,secondary,no,-76,yes,no,27,may,170,1,-1,0,unknown,no,8827626625,dfletcher@example.com,"0898 Woodard Oval Apt. 309
North Eric, AK 63402",False,sofi.com/personal-loans,119
Karla Church,29,blue-collar,single,secondary,no,735,yes,no,4,jun,130,3,-1,0,unknown,no,5343716319,sleon@example.net,"3442 Melody Fork Suite 260
West Amy, TX 32449",True,sofi.com/personal-loans,119
David Cisneros,36,technician,married,secondary,no,195,yes,no,8,may,380,2,-1,0,unknown,no,3318840850,ghernandez@example.org,"191 Jeffrey Locks Suite 499
New Kristishire, AR 58062",True,sofi.com/personal-loans,119
Earl Morgan,54,management,married,tertiary,no,1353,yes,no,27,may,119,2,-1,0,unknown,no,9828614653,aharper@example.net,"46820 Sandra Spring
Danielfort, MP 81311",False,sofi.com/personal-loans,119
Jessica Griffin,43,blue-collar,married,primary,no,-454,yes,no,7,may,322,2,-1,0,unknown,no,8236391165,petersondiane@example.org,"0617 Aaron Pine
West Angelaborough, LA 82758",True,sofi.com/personal-loans,119
Wesley Johnson,40,blue-collar,married,primary,no,-476,yes,no,30,may,105,2,-1,0,unknown,no,7687762488,meghan76@example.net,"068 Fox Land Suite 838
Coreymouth, MT 30285",False,sofi.com/personal-loans,118
Michael Willis Jr.,36,management,married,tertiary,no,605,yes,no,26,may,204,1,-1,0,unknown,no,2073863811,allenkelsey@example.org,"62525 Brandon Trail Apt. 834
Lake Michael, WA 76517",False,sofi.com/personal-loans,118
Brittany Wright,26,entrepreneur,single,secondary,no,0,yes,no,21,may,339,10,-1,0,unknown,no,6808826662,nicholas02@example.com,"USNV Lawson
FPO AE 37046",False,sofi.com/personal-loans,118
Andrea Robinson,43,blue-collar,married,secondary,yes,-504,yes,no,28,may,136,1,-1,0,unknown,no,7549711683,karen67@example.net,"4625 Williams Shoals Suite 878
Stewartmouth, PW 95424",False,sofi.com/personal-loans,118
Curtis Morris,51,management,divorced,tertiary,no,1267,yes,no,30,may,254,2,-1,0,unknown,no,3193127260,nrich@example.org,"7121 Woods Divide
Kellershire, ME 77369",False,sofi.com/personal-loans,118
Lisa Giles,43,blue-collar,married,primary,no,2047,yes,no,13,may,163,2,-1,0,unknown,no,3888797470,richard94@example.com,"641 Mendez Mountains Apt. 767
Bishopshire, DC 79342",True,sofi.com/personal-loans,117
Scott Brooks,23,services,married,secondary,no,0,yes,yes,26,may,90,5,-1,0,unknown,no,3633104920,byrdvanessa@example.com,"93043 Joe Harbors
South Austinchester, UT 23546",True,sofi.com/personal-loans,117
Jeremy Jones,33,technician,married,secondary,no,367,yes,yes,7,may,22,2,-1,0,unknown,no,8916789585,misty43@example.com,"47426 Andrew Shores Suite 192
Elizabethfort, TX 24486",True,sofi.com/personal-loans,117
Andre Henderson,38,blue-collar,married,primary,no,5839,yes,no,4,jun,984,2,-1,0,unknown,yes,6076059051,jessica91@example.net,"7701 Justin Ridge Apt. 082
South Kristenhaven, NC 86579",True,sofi.com/personal-loans,116
Alicia Davis,37,technician,married,primary,no,0,yes,no,6,may,76,4,-1,0,unknown,no,3773544847,ebonyschroeder@example.net,"18303 Veronica Roads
New Michaelbury, IA 10034",False,sofi.com/personal-loans,116
Jose Lutz,41,blue-collar,married,secondary,no,140,yes,no,6,may,311,3,-1,0,unknown,no,4956840147,ericwaters@example.com,"3724 Roberts Oval
Singhmouth, GU 43773",False,sofi.com/personal-loans,116
Nicole Lynch,48,management,married,primary,no,1910,yes,no,29,may,413,2,-1,0,unknown,no,8859163586,zwalter@example.com,"PSC 1582, Box 3885
APO AA 47110",False,sofi.com/personal-loans,116
Jillian Pena,44,blue-collar,married,secondary,no,129,yes,yes,5,may,189,2,-1,0,unknown,no,6877926397,tina45@example.org,"45357 Brandi Ridges Apt. 393
South Richard, MT 40422",False,sofi.com/personal-loans,116
Scott Walls,42,admin.,single,secondary,no,61,yes,no,23,may,65,1,-1,0,unknown,no,2642932239,johnwilliamson@example.com,"092 Williamson Divide
West Ricardo, NJ 05492",False,sofi.com/personal-loans,116
Misty Kim,58,entrepreneur,married,tertiary,no,146,yes,no,12,may,186,6,-1,0,unknown,no,6247721971,riveraadrian@example.org,"00719 Chung Grove
Michaelmouth, PR 50327",False,sofi.com/personal-loans,116
Marissa Reyes,51,technician,married,secondary,no,12061,yes,no,13,may,332,1,-1,0,unknown,no,5043735371,michellezimmerman@example.net,"648 Watts Ridges Apt. 653
Port Sonya, MP 74618",True,sofi.com/personal-loans,116
