Name,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,y,Phone,Email,Address,Has_4_Wheeler,Highest_Time_Spent_Website,Highest_Time_Spent
Melvin Middleton,60,blue-collar,married,primary,no,4903,no,yes,9,jun,290,1,-1,0,unknown,no,9655087023,thompsoncaleb@example.com,"2631 Julie Run Suite 483
Lake Sarahmouth, AS 06448",True,statefarm.com/life-insurance,132
Richard Gibson,40,services,married,secondary,no,-116,yes,no,29,may,176,3,-1,0,unknown,no,7705930357,rosejames@example.net,"6618 Delgado Tunnel
North Harryburgh, OH 23238",False,statefarm.com/life-insurance,132
Edwin Pham,42,technician,married,secondary,no,420,yes,no,8,may,94,1,-1,0,unknown,no,6176893398,bramirez@example.org,"35161 Jeffrey Drives Suite 464
South Melissaville, NC 70248",False,statefarm.com/life-insurance,132
Alicia Cordova,32,blue-collar,married,secondary,no,-428,yes,no,13,may,518,1,-1,0,unknown,no,7707066358,danalang@example.org,"27743 Hanson Pine Suite 280
New Timothychester, IL 95874",True,statefarm.com/life-insurance,131
Michael George,51,blue-collar,married,primary,no,303,yes,no,3,jun,87,7,-1,0,unknown,no,4105788275,nicole30@example.org,"USS Poole
FPO AA 29360",True,statefarm.com/life-insurance,130
Nicole Jackson,54,retired,married,secondary,no,153,yes,yes,26,may,74,1,-1,0,unknown,no,2997400649,johnsonjeff@example.net,"349 Mann Grove Suite 674
Ritterberg, SD 68015",True,statefarm.com/life-insurance,128
Robert Delgado,59,retired,married,secondary,no,319,yes,no,5,may,143,3,-1,0,unknown,no,9117132336,bobbyjordan@example.net,"24960 Sarah Summit Suite 161
Lake Stephanie, MD 70693",True,statefarm.com/life-insurance,127
Hunter Newman,27,technician,married,secondary,no,512,yes,no,19,may,128,1,-1,0,unknown,no,8387373122,thomas85@example.org,"43663 Kaiser Rue Apt. 563
New Marychester, SD 23156",False,statefarm.com/life-insurance,127
Matthew Brown,39,admin.,married,secondary,no,367,yes,no,7,may,106,1,-1,0,unknown,no,2832118615,raymondjoseph@example.com,"0835 Mary Green Suite 808
Villabury, HI 86602",False,statefarm.com/life-insurance,127
Darren Romero,41,technician,married,secondary,no,169,yes,no,7,may,296,2,-1,0,unknown,no,4792088819,jessicaestrada@example.com,"09033 Robert Club
Troyhaven, ND 79063",True,statefarm.com/life-insurance,127
Edward Moran,39,blue-collar,married,secondary,no,280,yes,no,2,jun,147,3,-1,0,unknown,no,7829365081,ccastro@example.org,"622 Davis Turnpike Suite 529
Lake Ashley, MI 17648",False,statefarm.com/life-insurance,127
Rebecca Hobbs,46,technician,married,tertiary,no,0,no,no,6,jun,159,1,-1,0,unknown,no,6572233510,garzacynthia@example.org,"1983 Gregory Forge Suite 937
South Miguelburgh, NC 93922",True,statefarm.com/life-insurance,126
Terri Gray,43,blue-collar,married,primary,no,757,yes,no,9,may,315,4,-1,0,unknown,no,2616427535,laurabrown@example.net,"243 Fleming Lock Apt. 093
North Christinaland, RI 35517",False,statefarm.com/life-insurance,126
Kristen Johnston,43,blue-collar,married,primary,no,547,no,yes,9,jun,96,6,-1,0,unknown,no,8122350821,perezmelanie@example.org,"764 Miller Mews Suite 902
East Amandaborough, VA 50934",True,statefarm.com/life-insurance,126
Amy Robertson,36,services,married,secondary,no,895,yes,yes,4,jun,622,1,-1,0,unknown,no,3279582523,michael26@example.net,"61485 Brown Mill
East Tanya, TN 91177",True,statefarm.com/life-insurance,126
Christopher Johnson,46,blue-collar,married,primary,no,633,yes,no,12,may,236,10,-1,0,unknown,no,2795598720,timothy56@example.net,"935 Monica Pike
Caitlinstad, UT 66976",True,statefarm.com/life-insurance,125
Amanda Hall,36,blue-collar,married,primary,no,655,yes,no,23,may,153,4,-1,0,unknown,no,8063551664,woodardjohn@example.net,"59109 Raymond Valley
North Lesliechester, MT 01839",True,statefarm.com/life-insurance,125
James Guerrero,29,services,married,secondary,no,283,no,yes,26,may,161,1,-1,0,unknown,no,4779784515,jordanharmon@example.org,"4146 Kelli Haven Suite 865
South Kevinshire, AK 90301",False,statefarm.com/life-insurance,124
Cheryl Davis,33,technician,married,primary,no,5,no,no,21,may,57,2,-1,0,unknown,no,7555281964,lisa79@example.net,"842 Thompson Station Suite 356
Humphreyside, PR 40804",True,statefarm.com/life-insurance,123
Lucas Fields,35,technician,married,tertiary,no,7951,no,yes,6,jun,103,1,-1,0,unknown,no,5603896000,tiffanygarza@example.net,"352 Mullins Flats Suite 299
Port Ashleyshire, KY 27984",True,statefarm.com/life-insurance,123
Michelle Farmer,29,admin.,married,secondary,no,182,yes,yes,6,may,477,1,-1,0,unknown,no,7478849633,xkrueger@example.com,"2298 Mendez Course Suite 967
West Jerry, ME 02314",True,statefarm.com/life-insurance,123
Melinda Robinson,40,admin.,married,secondary,no,334,yes,no,6,jun,84,5,-1,0,unknown,no,8699653301,rodriguezdebra@example.org,"553 Johnson Station
Alexanderberg, NY 43647",True,statefarm.com/life-insurance,122
Mark Li,48,blue-collar,married,secondary,no,-6,yes,no,3,jun,161,1,-1,0,unknown,no,2978644301,coreymiller@example.org,"46146 Cisneros Garden Suite 606
North Marcberg, HI 84974",True,statefarm.com/life-insurance,122
Steven Macdonald,51,management,married,primary,no,98,yes,no,7,may,114,2,-1,0,unknown,no,5565711984,idoyle@example.net,"609 James Village Suite 296
Lake David, ME 57455",False,statefarm.com/life-insurance,122
Curtis Cook,45,blue-collar,married,primary,no,2128,yes,no,19,may,149,4,-1,0,unknown,no,9267650139,frankshaw@example.net,"126 Andrea Spur Apt. 959
Angelahaven, MO 23603",False,statefarm.com/life-insurance,122
Brian Saunders,48,blue-collar,married,primary,no,6489,yes,no,19,may,263,1,-1,0,unknown,no,2264645657,carlos95@example.org,"5772 Caleb Plain Suite 743
East Curtisland, KY 96112",True,statefarm.com/life-insurance,121
Latoya Wilson,46,blue-collar,married,secondary,no,494,yes,no,26,may,724,1,-1,0,unknown,no,2277193805,xjoseph@example.org,"667 Crawford Cape
Lake Shelbyview, OH 31522",True,statefarm.com/life-insurance,121
Shawn Garcia,38,housemaid,married,secondary,no,0,yes,no,6,may,59,3,-1,0,unknown,no,5416601506,alevine@example.com,"821 Megan Pines Apt. 656
Port Gabriella, IN 39611",True,statefarm.com/life-insurance,121
Jennifer Taylor,42,technician,married,secondary,no,315,yes,no,6,may,259,2,-1,0,unknown,no,9014691059,fchoi@example.net,"8407 Juan Harbors
South Dwayneshire, FL 08011",False,statefarm.com/life-insurance,121
John Lewis,29,admin.,married,secondary,no,445,yes,no,28,may,489,2,-1,0,unknown,no,5823452326,felicia21@example.com,"51587 Watkins Rapid
Gloriashire, PW 47039",False,statefarm.com/life-insurance,121
Christopher Baker,51,blue-collar,married,tertiary,no,7816,yes,no,12,may,76,2,-1,0,unknown,no,3074250703,owallace@example.net,"10893 Graham Throughway Apt. 631
Robertmouth, PR 44346",True,statefarm.com/life-insurance,121
Patricia Brooks,33,blue-collar,married,primary,no,2,yes,yes,12,may,409,2,-1,0,unknown,no,8715613759,patriciawallace@example.org,"9739 Caitlyn Rapids
Port Stevenhaven, MT 21893",False,statefarm.com/life-insurance,120
Teresa Brown,44,blue-collar,married,secondary,yes,-617,yes,no,8,may,172,1,-1,0,unknown,no,7659444857,aanderson@example.org,"13814 Dixon Ferry
South Lesliestad, AS 67159",False,statefarm.com/life-insurance,120
Vanessa Fuentes,54,blue-collar,married,secondary,no,219,yes,no,14,may,341,5,-1,0,unknown,no,7433462170,carrjoshua@example.org,"62177 Shaw Roads
Lake Tara, MH 64084",True,statefarm.com/life-insurance,120
Mary Ortiz,30,management,married,tertiary,no,134,yes,no,19,may,70,1,-1,0,unknown,no,9182176679,chelsey92@example.com,"714 Suzanne Road
New Rebecca, MH 02126",False,statefarm.com/life-insurance,119
Wendy Dunn,58,retired,married,primary,no,90,yes,no,27,may,144,1,-1,0,unknown,no,6929038508,acostajennifer@example.net,"359 Francis Ways
Nicoleville, OK 45707",False,statefarm.com/life-insurance,119
James Hartman,29,blue-collar,married,primary,no,608,yes,no,9,may,184,2,-1,0,unknown,no,8875067606,marshallbrenda@example.com,"91578 Haney Falls
North Brianland, SC 66633",False,statefarm.com/life-insurance,119
Thomas Osborne,33,technician,married,secondary,no,168,yes,no,26,may,238,2,-1,0,unknown,no,9259404960,monicahodges@example.com,"188 Steven Spur Suite 284
Richardstad, MP 37911",False,statefarm.com/life-insurance,119
Terry Jenkins,39,management,married,tertiary,no,-1026,yes,no,26,may,200,2,-1,0,unknown,no,4473055406,mmills@example.org,"USNV Bell
FPO AA 22695",False,statefarm.com/life-insurance,119
Ms. Amy Lucas,39,self-employed,married,tertiary,no,3059,yes,yes,20,may,394,1,-1,0,unknown,no,8353760491,haleymichael@example.com,"504 Kristy Harbors
Camachomouth, LA 00667",False,statefarm.com/life-insurance,118
Daniel Ferguson,35,management,married,tertiary,no,1193,yes,no,2,jun,101,2,-1,0,unknown,no,7636661486,deansherry@example.com,"75948 Sampson Parks Apt. 163
Lake Linda, VT 36107",True,statefarm.com/life-insurance,118
Eric Ball,41,services,married,primary,no,373,yes,no,30,may,240,2,-1,0,unknown,no,6528851053,amberbullock@example.com,"01723 Robert Bypass
Liport, CA 99687",False,statefarm.com/life-insurance,118
Austin Lucero,36,services,married,primary,no,0,yes,no,2,jun,1036,1,-1,0,unknown,yes,5119843478,thomasaustin@example.org,"6736 Jared Well Suite 832
Lake Clinton, NY 16066",True,statefarm.com/life-insurance,117
Thomas Williams,39,technician,married,unknown,no,880,yes,no,16,may,29,1,-1,0,unknown,no,6639721652,christianlove@example.com,"653 Reynolds Park
Carrollland, CO 92430",False,statefarm.com/life-insurance,117
Stephanie Perez,38,blue-collar,married,secondary,no,-3,no,yes,5,jun,172,1,-1,0,unknown,no,4569542053,nguzman@example.net,"084 Michele Inlet Apt. 626
Jamesside, SC 66491",True,statefarm.com/life-insurance,117
Courtney White,31,technician,married,tertiary,no,4315,yes,no,21,may,359,1,-1,0,unknown,no,5203522366,smithsteven@example.com,"9858 Davis Route Apt. 105
Martinside, NM 68588",True,statefarm.com/life-insurance,115
Heather Skinner,30,blue-collar,married,secondary,no,119,yes,no,30,may,281,2,-1,0,unknown,no,9862822588,daniel00@example.com,"7087 Pratt Mount Suite 768
West Jason, MI 96338",True,statefarm.com/life-insurance,115
Leslie Cervantes,52,retired,married,secondary,no,1956,no,no,6,jun,384,2,-1,0,unknown,no,3425098443,cobbkaren@example.net,"75106 Torres Trafficway
South Maryton, VT 46567",False,statefarm.com/life-insurance,115
Zachary Davis,37,management,married,tertiary,no,231,yes,yes,6,may,451,2,-1,0,unknown,no,5349917257,yvonnecarlson@example.net,"55255 Randy Divide
West Matthewburgh, MT 27609",False,statefarm.com/life-insurance,115
Susan Gibson,46,management,married,tertiary,no,4301,yes,yes,19,may,134,2,-1,0,unknown,no,3359457578,stephenssandra@example.org,"18342 Moore Fall Suite 674
South George, RI 45124",True,statefarm.com/life-insurance,115
Lisa Garcia,35,services,married,secondary,no,1453,yes,no,28,may,199,1,-1,0,unknown,no,5138960272,heather20@example.com,"962 Carney Ville Apt. 542
Vincentborough, WY 73339",False,statefarm.com/life-insurance,115
Robert Torres,27,blue-collar,married,primary,no,106,yes,no,30,may,150,5,-1,0,unknown,no,5497426196,ujordan@example.org,"151 Curtis Rest Apt. 652
Port Denisebury, ME 36730",True,statefarm.com/life-insurance,115
Robert Hall,57,admin.,married,secondary,no,100,no,no,28,may,23,16,-1,0,unknown,no,5142293019,patrick74@example.net,"81015 John Fords Apt. 049
South Kimberlymouth, WY 88604",False,statefarm.com/life-insurance,115
John English,50,unemployed,married,secondary,no,306,yes,no,4,jun,117,1,-1,0,unknown,no,6089065326,ryananderson@example.org,"60994 Rose Crescent
East Nicholas, OH 68936",False,statefarm.com/life-insurance,114
Victoria Dean,31,unemployed,married,primary,no,213,yes,no,9,may,479,2,-1,0,unknown,no,7802476027,kristine32@example.net,"7216 Tucker Manors
North Dylanberg, NM 99584",True,statefarm.com/life-insurance,114
Stacey Christensen,39,blue-collar,married,secondary,no,123,yes,no,30,may,81,3,-1,0,unknown,no,8829209979,william04@example.net,"Unit 4195 Box 1694
DPO AE 66814",False,statefarm.com/life-insurance,114
Kevin Sweeney,41,technician,married,secondary,no,-804,yes,yes,27,may,269,11,-1,0,unknown,no,5107659669,fweeks@example.net,"030 Thomas Spur Suite 846
Tonyafort, AZ 93923",True,statefarm.com/life-insurance,113
Rachel Allen,58,blue-collar,married,primary,no,99,yes,no,20,may,215,3,-1,0,unknown,no,4465465209,pmoreno@example.org,"512 Williams Islands
South Sarah, NE 56667",False,statefarm.com/life-insurance,112
Anne Wallace,44,technician,married,secondary,no,363,no,yes,5,jun,650,2,-1,0,unknown,no,2835223642,cheryl99@example.org,"6255 Fitzpatrick Vista
Changstad, AL 98701",True,statefarm.com/life-insurance,112
William James,48,management,married,unknown,no,598,no,no,9,jun,152,2,-1,0,unknown,no,3289641542,medwards@example.com,"7059 Jesse Summit
East Elizabethshire, FM 98705",True,statefarm.com/life-insurance,112
James Jackson,46,admin.,married,secondary,no,120,yes,no,14,may,20,11,-1,0,unknown,no,3314510527,sarahmitchell@example.com,"2032 King Center
Eduardobury, IA 07410",False,statefarm.com/life-insurance,112
Lisa Fitzpatrick,30,self-employed,married,secondary,no,131,yes,no,8,may,306,1,-1,0,unknown,no,8479053065,utorres@example.net,"2054 Watkins Center
Leslieport, NJ 00930",False,statefarm.com/life-insurance,112
Pamela Williams,42,management,married,tertiary,no,1323,yes,yes,15,may,193,5,-1,0,unknown,no,7866306576,teresajohnson@example.net,"82469 Danielle Locks Apt. 322
Charleshaven, VI 58754",False,statefarm.com/life-insurance,112
Edward Davis,35,technician,married,tertiary,no,1473,yes,no,12,may,84,3,-1,0,unknown,no,2709493621,adam31@example.com,"USNS Duke
FPO AE 94520",False,statefarm.com/life-insurance,112
Sandra Ward,53,blue-collar,married,primary,no,6386,yes,no,12,may,170,8,-1,0,unknown,no,2816483713,matthew64@example.com,"76967 Austin Burg Suite 053
Allenberg, MT 22536",False,statefarm.com/life-insurance,111
Monica Williams,34,blue-collar,married,primary,no,1255,yes,yes,26,may,188,7,-1,0,unknown,no,8879577730,sara22@example.com,"13652 Michael Locks
Port Donna, TX 07737",False,statefarm.com/life-insurance,111
Tiffany Shah,32,blue-collar,married,secondary,no,0,yes,yes,21,may,143,2,-1,0,unknown,no,3258314858,xraymond@example.net,"USS Rosario
FPO AA 50943",False,statefarm.com/life-insurance,111
Jessica Vasquez,33,management,married,tertiary,no,0,yes,no,23,may,57,5,-1,0,unknown,no,9049244497,kathleen30@example.com,"771 Mathews Throughway Suite 157
South Michaelfort, MP 79003",False,statefarm.com/life-insurance,110
Dominique Obrien,42,blue-collar,married,primary,no,1320,no,no,15,may,301,4,-1,0,unknown,no,6886918965,mullennichole@example.org,"3607 Anna Gateway
New Richard, IA 62764",False,statefarm.com/life-insurance,110
Sara Torres,42,services,married,secondary,no,1007,no,no,5,jun,139,1,-1,0,unknown,no,2617144908,ehoffman@example.org,"932 Tonya Ferry
Sandersberg, VT 74718",False,statefarm.com/life-insurance,110
Curtis Browning,58,management,married,tertiary,no,2143,yes,no,5,may,261,1,-1,0,unknown,no,7536606915,carterangelica@example.com,"4549 Mary Corners
Derekside, NV 20334",True,statefarm.com/life-insurance,109
Anthony Duran,54,admin.,married,primary,no,976,yes,no,3,jun,137,3,-1,0,unknown,no,5056208877,jacquelinevaughan@example.com,"957 Howard Lake Suite 191
Port Erica, WV 35210",False,statefarm.com/life-insurance,109
Stephanie Owens,55,unknown,married,unknown,no,666,no,no,15,may,73,5,-1,0,unknown,no,6698207000,johnsonchristopher@example.org,"593 Susan Pike
East Courtneyberg, AL 89845",False,statefarm.com/life-insurance,109
Janet Mitchell,31,technician,married,secondary,no,106,yes,no,13,may,101,13,-1,0,unknown,no,5694805738,hernandeztheodore@example.com,"PSC 4445, Box 7613
APO AE 87548",True,statefarm.com/life-insurance,109
Deborah Vance,38,blue-collar,married,primary,no,6843,no,no,2,jun,89,1,-1,0,unknown,no,8566654014,kevin32@example.org,"8974 Cox Square Suite 145
Ericstad, MH 83705",True,statefarm.com/life-insurance,109
Danielle Thompson,28,blue-collar,married,secondary,no,948,yes,no,9,may,455,1,-1,0,unknown,no,2734868990,christianlittle@example.org,"852 Benjamin Mountain Suite 438
East Joan, CT 88223",False,statefarm.com/life-insurance,109
Evan Daniel,44,management,married,secondary,no,27,yes,no,29,may,158,1,-1,0,unknown,no,6445367910,michellehernandez@example.net,"7251 Brittany Pike
North Rebecca, MT 72967",True,statefarm.com/life-insurance,109
Timothy Jensen,50,technician,married,secondary,no,1234,yes,no,5,may,205,2,-1,0,unknown,no,2706525515,michael96@example.net,"407 Parker Meadow Suite 787
Lake Tiffanybury, NJ 47732",False,statefarm.com/life-insurance,108
Ralph Davis,40,admin.,married,secondary,no,3234,no,no,6,jun,82,1,-1,0,unknown,no,8596116134,davismaria@example.com,"USCGC Howard
FPO AP 75286",True,statefarm.com/life-insurance,108
Christine Booker,32,technician,married,secondary,no,1118,yes,yes,9,may,128,2,-1,0,unknown,no,2195043464,alicewalker@example.com,"137 Shane Tunnel
Susanhaven, MT 39668",False,statefarm.com/life-insurance,108
Adam Combs,31,services,married,tertiary,no,37,yes,no,5,may,313,1,-1,0,unknown,no,7876484975,gibbshelen@example.org,"88174 Amber Glens Apt. 793
Lake Davidbury, IL 72046",False,statefarm.com/life-insurance,108
Glenn Bass,31,self-employed,married,secondary,no,0,yes,no,6,may,36,5,-1,0,unknown,no,4978592075,robinsonjessica@example.org,"493 Davis Walks Apt. 330
Pricetown, WY 83048",True,statefarm.com/life-insurance,107
Andrew Sanchez,53,retired,married,secondary,no,303,yes,no,6,may,593,2,-1,0,unknown,no,6767879081,sherri36@example.com,"56526 Gonzalez Fall
Michaelchester, GU 30803",True,statefarm.com/life-insurance,107
Robert Hopkins,35,blue-collar,married,primary,no,-239,yes,no,26,may,281,1,-1,0,unknown,no,3819917781,mcurry@example.net,"1085 Wilkins Trail Suite 920
Stephenview, AR 81017",True,statefarm.com/life-insurance,107
Heather Johnson,54,services,married,secondary,yes,0,yes,no,6,may,138,3,-1,0,unknown,no,5913426193,seanhenry@example.com,"4146 Meyer Extensions Apt. 396
Campbellburgh, MN 12065",True,statefarm.com/life-insurance,107
Jeffrey Riley,42,management,married,secondary,no,43,yes,no,14,may,735,8,-1,0,unknown,no,2937614860,joyharris@example.com,"684 Young View
Masontown, DC 42660",True,statefarm.com/life-insurance,107
Thomas Green,32,blue-collar,married,secondary,no,20,yes,yes,8,may,117,3,-1,0,unknown,no,4134580260,kochdana@example.org,"495 Fisher Divide
East Ellenhaven, FM 13599",False,statefarm.com/life-insurance,107
Barbara Gomez,41,blue-collar,married,secondary,yes,-204,yes,no,15,may,50,7,-1,0,unknown,no,5324591307,raychristopher@example.org,"85931 Brown Stream Suite 457
Claytonland, MP 82622",False,statefarm.com/life-insurance,106
Jamie Ferguson,34,services,married,secondary,no,142,yes,no,8,may,159,4,-1,0,unknown,no,3889511155,jessica29@example.org,"Unit 9545 Box 1958
DPO AA 14295",False,statefarm.com/life-insurance,106
Charles Johnson,34,blue-collar,married,secondary,no,2308,yes,no,7,may,1062,1,-1,0,unknown,no,8296196357,moniquebell@example.net,"Unit 5935 Box 6012
DPO AP 66661",True,statefarm.com/life-insurance,106
Misty Shields,36,self-employed,married,secondary,no,1245,yes,no,6,jun,1469,9,-1,0,unknown,yes,2344247517,kevinharper@example.net,"9905 Delgado Mill Suite 270
Lake Margaret, CO 54801",False,statefarm.com/life-insurance,106
Timothy Dalton,45,housemaid,married,primary,no,1100,no,no,9,jun,331,6,-1,0,unknown,no,4582296645,olarson@example.org,"38362 Kristen Mission
West Richard, ME 33191",True,statefarm.com/life-insurance,106
Theresa Burns,45,blue-collar,married,primary,no,1794,yes,no,14,may,174,2,-1,0,unknown,no,4955452285,agarcia@example.net,"210 Odom Lights Apt. 608
Elizabethfurt, HI 77037",True,statefarm.com/life-insurance,106
Lorraine Newman,58,blue-collar,married,secondary,no,343,yes,no,26,may,265,4,-1,0,unknown,no,3452769161,toddfisher@example.net,"3672 Christian Light Suite 105
Gonzalezport, TN 92172",True,statefarm.com/life-insurance,106
Marissa Roberts,25,admin.,married,secondary,no,894,yes,no,28,may,328,1,-1,0,unknown,no,4039414653,xcrawford@example.com,"72836 Mark Flats
South Karenmouth, WY 55259",False,statefarm.com/life-insurance,106
Megan Burke,56,technician,married,secondary,no,463,no,no,26,may,131,2,-1,0,unknown,no,7838429671,emay@example.com,"345 Wu Turnpike Suite 505
Kellerberg, SC 32108",False,statefarm.com/life-insurance,106
Crystal Greer,29,management,married,tertiary,no,1366,yes,no,29,may,273,3,-1,0,unknown,no,7998161702,matthew75@example.org,"697 Simmons Forges
Williamsland, GU 81778",True,statefarm.com/life-insurance,105
David Garcia,58,housemaid,married,primary,no,419,no,yes,5,jun,295,3,-1,0,unknown,no,8919267221,jgray@example.net,"47321 Richards Turnpike Suite 625
East Gabriel, AL 31378",False,statefarm.com/life-insurance,105
Shannon Mitchell,50,technician,married,secondary,no,1541,yes,no,29,may,744,1,-1,0,unknown,no,4316946763,robincross@example.org,"0101 Harris Station
Johnsonhaven, GA 30765",False,statefarm.com/life-insurance,105
