Name,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,y,Phone,Email,Address,Has_4_Wheeler,Highest_Time_Spent_Website,Highest_Time_Spent
Tami Grant,57,entrepreneur,divorced,secondary,no,-37,no,no,5,may,173,1,-1,0,unknown,no,9622012058,natalie05@example.org,"10061 Alexander Mews
Port Mariaberg, SD 30919",False,rocketmortgage.com,141
Richard Mccormick,37,technician,divorced,secondary,no,1176,no,yes,21,may,282,2,-1,0,unknown,no,3716414085,wwilliams@example.net,"USS Baker
FPO AA 38707",True,rocketmortgage.com,140
Nathan Sloan,48,management,married,tertiary,no,4191,no,no,21,may,363,6,-1,0,unknown,no,5443859023,ahensley@example.com,"43702 Lisa Grove Apt. 240
Lake Timothy, WV 14902",True,bankofamerica.com/home-loans,140
Randy Wilson,39,blue-collar,married,primary,no,1005,no,no,6,jun,158,2,-1,0,unknown,no,6066177278,dustin45@example.net,"08141 Brooks Plain
New Julieport, NJ 59120",True,bankofamerica.com/home-loans,137
Leslie Harding,35,blue-collar,married,secondary,no,325,no,no,12,may,592,2,-1,0,unknown,no,3974911347,bwashington@example.com,"45944 Baird Neck
Kyliemouth, RI 13438",True,rocketmortgage.com,137
Jeremy Berger,51,blue-collar,married,primary,no,21,no,no,26,may,153,1,-1,0,unknown,no,2333808593,gbowers@example.org,"PSC 5993, Box 0015
APO AP 52582",True,rocketmortgage.com,137
Hannah Mccoy,39,services,married,secondary,no,-540,no,no,6,jun,29,1,-1,0,unknown,no,5357692752,carolyn54@example.net,"44878 Katherine Vista Apt. 181
Lynnborough, MS 22770",True,chase.com/mortgage,136
Mr. James Francis,35,blue-collar,married,secondary,no,3595,no,no,6,jun,30,1,-1,0,unknown,no,8082895383,wendyvazquez@example.net,"26682 Carpenter Ways Suite 199
Rhondabury, OH 79136",False,chase.com/mortgage,136
Walter Terrell,32,entrepreneur,married,primary,no,56,no,no,2,jun,389,1,-1,0,unknown,no,9994221293,jcobb@example.org,"330 Skinner Junctions Apt. 101
Port Michelle, DC 49732",False,rocketmortgage.com,136
Kevin Ruiz,47,unemployed,married,secondary,no,2024,no,no,9,jun,169,1,-1,0,unknown,no,4852193530,msmith@example.org,"04974 Harold Lakes Suite 191
East Richard, SD 86375",False,rocketmortgage.com,136
Mitchell Page,41,management,married,tertiary,no,251,no,yes,6,jun,85,3,-1,0,unknown,no,4256487211,wjones@example.org,"81996 Sarah Turnpike Apt. 488
Tylerchester, WI 52802",True,bankofamerica.com/home-loans,135
Ann Stein,31,blue-collar,single,secondary,no,823,no,no,26,may,174,3,-1,0,unknown,no,9233616757,roycoleman@example.org,"58591 Jimenez Islands Apt. 390
North Joshuastad, AR 95738",True,chase.com/mortgage,135
Melissa Martin,43,technician,divorced,secondary,no,0,no,no,14,may,333,1,-1,0,unknown,no,7665244294,zdrake@example.net,"7225 Lawson Park
Bonillaburgh, AR 30630",True,bankofamerica.com/home-loans,134
Samantha Hall,49,admin.,married,secondary,no,1632,no,no,6,jun,47,1,-1,0,unknown,no,4327282898,stephaniebrown@example.com,"Unit 8022 Box 0816
DPO AE 01823",True,chase.com/mortgage,133
Kristin Bennett,53,technician,married,primary,no,44,no,no,6,jun,256,1,-1,0,unknown,no,3429964202,jeremy84@example.com,"926 Lynch Divide
Lake Robert, NM 98487",True,chase.com/mortgage,133
Adam Kim,29,technician,single,secondary,no,6911,no,no,14,may,323,5,-1,0,unknown,no,5088549894,andrea81@example.net,"0422 Lynch Pine
Mccartymouth, CO 77018",True,bankofamerica.com/home-loans,132
Jason Freeman,32,technician,divorced,secondary,no,18,no,no,26,may,52,1,-1,0,unknown,no,9443771066,sethsalazar@example.org,"5093 Benjamin Mall
Bridgetborough, VT 48404",True,bankofamerica.com/home-loans,132
Jennifer Jones,49,entrepreneur,divorced,secondary,no,2908,no,no,6,jun,322,1,-1,0,unknown,no,8513586460,shepardjohn@example.net,"35386 William Harbors
Schultzport, NM 79903",False,bankofamerica.com/home-loans,130
Michael Cooper,24,management,single,secondary,no,86,no,no,2,jun,1075,2,-1,0,unknown,no,6474396610,gordonlawrence@example.org,"750 Mcdonald Lake
East Donna, NE 21571",False,rocketmortgage.com,129
Julie Herrera,35,blue-collar,married,secondary,no,11,no,no,3,jun,32,3,-1,0,unknown,no,8323828558,jonathon01@example.net,"154 Obrien Path Apt. 607
West Jamestown, DE 17173",False,chase.com/mortgage,128
Joseph Casey,38,technician,single,secondary,no,372,no,no,23,may,59,3,-1,0,unknown,no,4524760324,elliottjames@example.net,"15074 Moreno Unions
Shortburgh, LA 59728",False,rocketmortgage.com,128
Brian Banks,36,entrepreneur,married,tertiary,no,0,no,no,2,jun,87,3,-1,0,unknown,no,2216262799,alexanderstone@example.org,"303 Hill Harbor
South Jamieshire, ME 95937",True,rocketmortgage.com,127
Patrick Rivera,33,blue-collar,divorced,primary,no,60,no,no,9,may,131,1,-1,0,unknown,no,2857776524,ramosbrenda@example.com,"7323 Angela Port Apt. 533
Marshallland, DE 98321",True,chase.com/mortgage,127
Caroline Cole,39,blue-collar,married,unknown,no,1096,no,no,20,may,246,3,-1,0,unknown,no,4346197439,wkidd@example.org,"01210 Sharon Dam
Ashleyland, IL 35325",True,bankofamerica.com/home-loans,127
Brian Rodriguez,38,technician,married,secondary,no,635,no,no,5,jun,31,5,-1,0,unknown,no,2423474752,barrettmegan@example.org,"874 Taylor Way
Adrianport, PR 51705",False,chase.com/mortgage,127
Joseph Rodgers,39,self-employed,married,tertiary,no,1047,no,no,6,jun,554,1,-1,0,unknown,yes,5823750139,vroth@example.com,"62504 Christopher Tunnel
West Shannonfurt, GU 92290",True,rocketmortgage.com,127
Mary Chapman,49,management,single,tertiary,no,53,no,no,6,jun,133,3,-1,0,unknown,no,8814261476,youngmatthew@example.org,"932 Ross Harbor
Reyeston, PR 86999",False,bankofamerica.com/home-loans,124
Dennis Gomez,54,housemaid,divorced,secondary,no,1327,no,no,5,jun,115,2,-1,0,unknown,no,4254273406,moralesamy@example.net,"25721 Edwards Hills
Millerbury, MO 97242",True,bankofamerica.com/home-loans,124
Kristen Garcia,45,services,married,secondary,no,162,no,no,6,jun,166,4,-1,0,unknown,no,2434201181,christopher41@example.org,"5505 Randy Ville Suite 588
Wellsfort, MN 97493",True,rocketmortgage.com,124
Yvette Collins,52,blue-collar,married,secondary,no,557,no,no,8,may,111,3,-1,0,unknown,no,9166789794,dakotapeterson@example.org,"Unit 8579 Box 0534
DPO AP 78823",False,chase.com/mortgage,123
Gary Hester,43,entrepreneur,married,secondary,no,59,no,no,13,may,437,2,-1,0,unknown,no,4264660018,roserobert@example.net,"79485 Linda Creek Apt. 208
Port Cassandra, LA 45788",True,chase.com/mortgage,121
Denise Kramer,48,technician,married,tertiary,no,310,no,no,6,may,135,1,-1,0,unknown,no,6794038641,lindseydavis@example.com,"13775 Perry Passage Suite 619
Juarezbury, MD 92920",False,chase.com/mortgage,121
Juan Murphy,28,services,married,secondary,no,1214,no,no,28,may,582,1,-1,0,unknown,no,9789884376,brownsarah@example.com,"58946 Hernandez Meadows Apt. 300
South Lorraine, NJ 85335",False,chase.com/mortgage,121
Christopher Collins,57,retired,married,secondary,no,1408,no,no,21,may,202,6,-1,0,unknown,no,3079294768,fuentespaige@example.org,"Unit 5213 Box 3087
DPO AE 65351",True,rocketmortgage.com,120
Mrs. Christine Morton,54,entrepreneur,married,tertiary,no,11464,no,no,5,jun,222,1,-1,0,unknown,no,3774007847,xnorton@example.net,"73950 Baker Corners Apt. 269
South Mark, NM 28749",False,chase.com/mortgage,120
Kristi Le,56,retired,divorced,tertiary,no,2774,no,no,6,jun,1288,3,-1,0,unknown,no,7548517695,tiffanydavidson@example.net,"Unit 8778 Box 1693
DPO AE 08767",False,chase.com/mortgage,120
Holly Ramos,52,self-employed,married,secondary,no,273,no,no,7,may,227,1,-1,0,unknown,no,8167692948,diane03@example.com,"6778 Carl Lights Suite 777
West Matthew, RI 61959",True,bankofamerica.com/home-loans,120
Walter Carlson,55,unemployed,married,tertiary,no,383,no,no,6,may,343,3,-1,0,unknown,no,2202307579,leah09@example.org,"7702 John Tunnel
Georgeborough, MD 23003",True,rocketmortgage.com,120
Angela Cruz,54,admin.,single,secondary,no,2423,no,no,3,jun,75,4,-1,0,unknown,no,4424783917,phardy@example.org,"94152 Carter Vista
Taylortown, OH 13166",False,chase.com/mortgage,120
Brian Barber,54,services,divorced,unknown,no,2177,no,no,20,may,134,5,-1,0,unknown,no,4867191114,halemark@example.com,"3608 Michael Flat
East Dana, PR 50927",False,rocketmortgage.com,119
Mr. Kyle Martin,30,services,married,secondary,no,227,no,yes,3,jun,23,1,-1,0,unknown,no,5524153321,mhubbard@example.org,"274 Ashley Springs Suite 675
Mckinneyborough, MT 68048",True,bankofamerica.com/home-loans,119
Mark Hancock,56,blue-collar,married,primary,no,206,no,no,5,jun,315,1,-1,0,unknown,no,5468539559,ashleymiller@example.com,"37384 Karen Camp
Alexisburgh, IL 33301",True,chase.com/mortgage,118
Nicole Rangel,46,services,married,secondary,no,198,no,yes,5,jun,49,1,-1,0,unknown,no,8608355215,kevin37@example.com,"32480 Valerie Ports Suite 066
West Scott, MO 69115",False,chase.com/mortgage,118
Joseph Conley,33,unemployed,single,secondary,no,177,no,no,8,may,75,4,-1,0,unknown,no,2448147866,matthew25@example.net,"383 Christine Ford Apt. 913
Mendezfurt, AR 38871",True,bankofamerica.com/home-loans,117
Shirley Sullivan,53,blue-collar,married,unknown,no,1827,no,no,5,may,121,1,-1,0,unknown,no,9989661082,nobleaaron@example.net,"27620 Baker Forge
Jamesshire, MT 60427",True,bankofamerica.com/home-loans,117
Michelle Houston,40,blue-collar,married,primary,no,48,no,no,9,jun,100,5,-1,0,unknown,no,3778126624,caguirre@example.net,"262 Johnson Lodge Apt. 228
Lake Joseph, ID 22415",True,rocketmortgage.com,117
Christina Carlson,46,blue-collar,married,primary,no,537,no,no,26,may,222,5,-1,0,unknown,no,7345998237,wilsonstacey@example.org,"560 Joseph Corners
East Dakotahaven, AZ 21173",True,chase.com/mortgage,117
Danielle Dougherty,30,management,divorced,secondary,no,37,no,no,12,may,262,2,-1,0,unknown,no,5378407908,nicholas67@example.com,"USNS Cooper
FPO AP 65506",False,rocketmortgage.com,116
Robert Williams,48,technician,single,secondary,no,479,no,no,20,may,148,5,-1,0,unknown,no,9096781306,larryjuarez@example.com,"160 Gomez Burg Suite 540
Port Shane, PA 70626",False,bankofamerica.com/home-loans,116
Nicholas Reyes,44,entrepreneur,married,secondary,no,-20,no,no,28,may,167,3,-1,0,unknown,no,2413953703,rodriguezjerry@example.net,"USS Garza
FPO AP 80735",False,chase.com/mortgage,116
Jennifer Prince,56,housemaid,divorced,primary,yes,1238,no,no,5,jun,1558,1,-1,0,unknown,yes,3527563768,rluna@example.net,"66570 Morales Land Suite 363
Tracyport, NE 61538",True,rocketmortgage.com,116
Norman Brown,37,services,married,secondary,no,1325,no,no,3,jun,72,3,-1,0,unknown,no,2174422561,dustin07@example.com,"Unit 6677 Box 6302
DPO AA 26259",False,chase.com/mortgage,115
Tyler Pratt,40,retired,married,tertiary,no,794,no,no,9,may,138,1,-1,0,unknown,no,4675639258,jonathan53@example.net,"Unit 8038 Box 4547
DPO AA 16153",True,bankofamerica.com/home-loans,114
Jose Jacobs,54,management,married,unknown,no,1960,no,no,6,jun,13,5,-1,0,unknown,no,2488760524,owest@example.org,"77550 Tiffany Streets Suite 794
North Jamesside, TN 23854",True,rocketmortgage.com,114
Stephen Irwin,53,retired,divorced,primary,no,2997,no,no,9,jun,162,1,-1,0,unknown,no,7313963408,stephanie48@example.com,"5585 Rivera Trace Suite 843
Angelaburgh, MT 80868",True,bankofamerica.com/home-loans,114
Shawn Fowler,53,technician,divorced,secondary,no,12,no,no,5,jun,150,2,-1,0,unknown,no,6134190579,juarezjoseph@example.org,"4138 Murphy Spurs Apt. 267
Williamsstad, OK 88064",True,bankofamerica.com/home-loans,114
Jessica Reed,33,management,divorced,tertiary,no,471,no,no,23,may,215,4,-1,0,unknown,no,5999620206,sarah06@example.org,"396 Jennifer Junctions
Jonesport, MA 05948",True,chase.com/mortgage,113
Christopher Soto,52,retired,married,secondary,no,603,no,yes,9,jun,79,1,-1,0,unknown,no,4376090673,stevenskevin@example.org,"76493 Mark Port
Loribury, VT 26750",False,chase.com/mortgage,113
Cheyenne Hawkins,49,technician,married,unknown,no,15,no,no,6,may,92,2,-1,0,unknown,no,3562730175,terrysteven@example.net,"423 Benjamin Crossing
East Jessetown, NM 25111",False,bankofamerica.com/home-loans,112
Debra Stanley,45,management,married,tertiary,no,876,no,no,16,may,178,1,-1,0,unknown,no,8197909182,jamesrobertson@example.org,"4720 Amanda Shoal
Port Matthew, WA 63700",True,chase.com/mortgage,112
Justin Foster,28,blue-collar,single,secondary,no,1,no,no,28,may,181,1,-1,0,unknown,no,8819515941,gdixon@example.net,"05281 Combs Haven
Jeffreyberg, ID 98950",True,bankofamerica.com/home-loans,112
Lori Randall,55,blue-collar,married,primary,no,2171,no,no,5,jun,138,2,-1,0,unknown,no,9064279841,david54@example.org,"230 Snyder Harbors Suite 956
Reeveshaven, WY 17598",False,chase.com/mortgage,112
Joshua Garcia,29,management,single,tertiary,no,0,no,no,16,may,16,25,-1,0,unknown,no,7018542090,jennifer31@example.com,"733 Rebecca Shore
Bullockshire, RI 78105",False,rocketmortgage.com,112
Ms. Hannah Barnes,43,self-employed,single,unknown,no,3173,no,no,15,may,746,1,-1,0,unknown,yes,6882532758,evanreyes@example.net,"0063 Morse Roads Suite 438
Grahamfort, KY 73335",True,rocketmortgage.com,111
Brenda Torres,55,management,married,primary,no,229,no,yes,9,jun,175,3,-1,0,unknown,no,7674467464,djordan@example.com,"265 Heath Spring
East Kyleburgh, DC 46594",False,bankofamerica.com/home-loans,111
Nathan Carrillo,42,housemaid,married,primary,no,0,no,yes,5,jun,48,2,-1,0,unknown,no,9963591715,goodstephanie@example.com,"94854 Sarah Dale
Cardenasstad, MI 83439",True,bankofamerica.com/home-loans,111
Andrea Scott,32,technician,married,secondary,no,1337,no,no,26,may,368,6,-1,0,unknown,no,8609756525,rcuevas@example.org,"5728 Oscar Station Suite 234
Diazside, AZ 15057",True,chase.com/mortgage,111
Jonathan Torres,37,blue-collar,married,primary,no,351,no,no,9,jun,108,1,-1,0,unknown,no,3956511601,awhite@example.org,"0196 Melvin Crossing Suite 650
North Teresatown, ND 15643",False,bankofamerica.com/home-loans,110
Brenda Mccarthy,55,retired,married,primary,no,0,no,no,5,jun,272,1,-1,0,unknown,no,2982512088,merritteric@example.com,"04524 Brown Creek Suite 851
Fordborough, TN 67250",False,bankofamerica.com/home-loans,110
Joseph Cummings,37,services,married,secondary,no,2132,no,no,5,jun,232,1,-1,0,unknown,no,6994036766,amandasanchez@example.com,"2568 Cisneros Parkway Apt. 322
Andrewsfurt, MH 38467",True,bankofamerica.com/home-loans,109
Joshua Bush,47,technician,married,secondary,no,89,no,no,5,jun,287,1,-1,0,unknown,no,5004327919,ashleywilliams@example.org,"367 Burke Lakes Apt. 693
Evansmouth, IN 91213",False,chase.com/mortgage,109
Adam Gonzalez MD,40,blue-collar,married,primary,no,343,no,no,6,jun,292,2,-1,0,unknown,no,3787046809,jkeller@example.org,"8006 Samantha Lake Apt. 294
Johnstad, MT 54164",True,rocketmortgage.com,109
Erin Thompson,47,blue-collar,married,secondary,no,8,no,no,9,may,64,4,-1,0,unknown,no,3254065813,donald61@example.org,"41425 Lewis Camp Apt. 763
Marquezton, KS 50472",False,bankofamerica.com/home-loans,109
Rita Brown,36,services,single,secondary,yes,-455,no,no,27,may,124,1,-1,0,unknown,no,6066477204,boydmartin@example.org,"49852 Pineda Crest Suite 546
Williamston, MO 20567",True,chase.com/mortgage,109
Dominic Patel,47,blue-collar,married,secondary,no,2775,no,no,14,may,262,1,-1,0,unknown,no,5492570339,hendricksbrittany@example.org,"6441 Evans Terrace
Lake Randy, GA 44699",True,rocketmortgage.com,109
Jessica Flowers,38,management,single,tertiary,no,889,no,no,19,may,197,4,-1,0,unknown,no,9543447856,kelleystanley@example.org,"58660 Graves Stravenue
Campbellport, SC 86914",True,chase.com/mortgage,109
Zachary Cook DVM,45,admin.,single,secondary,no,276,no,yes,9,jun,346,2,-1,0,unknown,no,8116674177,wongjoseph@example.net,"78346 Diana Plaza
Knappstad, MH 35762",False,bankofamerica.com/home-loans,108
Wendy Hunter,37,self-employed,single,secondary,no,125,no,no,5,jun,56,1,-1,0,unknown,no,2783184638,qsimmons@example.com,"52472 Danielle Court Apt. 192
Kimberlytown, TN 86641",False,bankofamerica.com/home-loans,108
Nicholas Jenkins,32,blue-collar,married,secondary,yes,98,no,yes,23,may,174,1,-1,0,unknown,no,4649393599,vmeyer@example.com,"26360 Brown Dale
New Johnberg, KS 98371",True,bankofamerica.com/home-loans,108
Thomas Moyer,31,services,single,tertiary,no,1025,no,no,20,may,72,3,-1,0,unknown,no,3839146330,ireynolds@example.net,"11045 Walker Bridge
Toniport, CO 73876",False,chase.com/mortgage,107
Daniel Thomas,46,services,married,secondary,no,523,no,no,15,may,504,3,-1,0,unknown,no,7658503104,robertbryan@example.net,"2015 Kim Plains
Port Michael, LA 33390",True,bankofamerica.com/home-loans,107
Andrea Richards,56,management,married,primary,no,0,no,no,5,jun,153,2,-1,0,unknown,no,5212647105,rayrandall@example.net,"270 Kelly Rue
New Robertside, CT 57803",False,chase.com/mortgage,107
Mr. Andre Parker Jr.,58,housemaid,married,tertiary,no,1280,no,yes,9,jun,112,1,-1,0,unknown,no,2818972092,mallorycollins@example.net,"82094 Greene Ranch Apt. 536
Andersenport, NJ 27872",True,bankofamerica.com/home-loans,107
Ms. Elizabeth Dickerson,45,services,married,secondary,no,191,no,yes,6,jun,136,2,-1,0,unknown,no,5625707792,cmartin@example.net,"1220 Angela Burg
Conradshire, LA 41292",False,chase.com/mortgage,106
Leah Young,33,blue-collar,married,secondary,no,0,no,no,7,may,107,1,-1,0,unknown,no,2527927643,zacharybarton@example.org,"02257 Gregory Groves
Smithfort, FM 75666",True,rocketmortgage.com,106
Sean Espinoza,42,management,married,unknown,no,275,no,no,5,may,408,2,-1,0,unknown,no,2152859180,ucampos@example.com,"7992 Collins Course Suite 474
South Edwardview, NH 95614",True,bankofamerica.com/home-loans,106
Allison Patterson,45,blue-collar,divorced,primary,no,844,no,no,5,jun,1018,3,-1,0,unknown,yes,4694054639,josephkim@example.org,"35409 Lane Radial Apt. 231
Johnland, RI 91640",True,chase.com/mortgage,106
Kimberly Mcmillan,29,management,single,tertiary,no,10436,no,no,27,may,103,2,-1,0,unknown,no,5002783255,beverly95@example.net,"333 Elizabeth Keys Suite 549
East Jasonview, AR 56855",False,bankofamerica.com/home-loans,105
Jamie Vincent,47,retired,married,secondary,no,2383,no,no,9,jun,529,1,-1,0,unknown,no,8103093254,christopher80@example.net,"80357 Burns Extensions Apt. 699
Lake Richardfurt, WA 87762",False,chase.com/mortgage,105
Dan Dickerson,47,housemaid,married,primary,no,389,no,no,6,jun,145,2,-1,0,unknown,no,5077339938,watersanthony@example.com,"7494 Guerrero Walk
Lake Michaelhaven, FM 54797",True,bankofamerica.com/home-loans,105
Lindsey Moore,31,management,married,tertiary,no,827,no,no,20,may,38,1,-1,0,unknown,no,5957780692,velezwilliam@example.org,"0147 Smith Ford Apt. 843
Moyerstad, DC 96553",True,rocketmortgage.com,105
Teresa Ryan,29,technician,married,secondary,no,0,no,no,12,may,33,2,-1,0,unknown,no,8646301368,abigailjordan@example.com,"74242 Liu Locks Apt. 119
New Lindaborough, SD 90150",True,rocketmortgage.com,104
Molly Martin,31,admin.,married,secondary,no,439,no,no,28,may,233,4,-1,0,unknown,no,9265701059,lrusso@example.net,"376 Debra Island Apt. 755
Lake Jose, IA 50144",False,chase.com/mortgage,104
Rachel Guerra,36,blue-collar,married,unknown,no,714,no,no,9,may,277,3,-1,0,unknown,no,7446245447,ajohnson@example.net,"61811 West Shoal Apt. 267
Lake Brookeburgh, MD 63539",False,bankofamerica.com/home-loans,104
Lucas Reed,54,management,married,tertiary,no,154,no,no,9,may,155,3,-1,0,unknown,no,3154619057,dickersonmatthew@example.net,"8589 Ryan Shoal
North Erikachester, DC 63721",True,chase.com/mortgage,104
Lisa Bailey,36,services,married,secondary,no,0,no,no,29,may,752,2,-1,0,unknown,no,8027195257,dianasmith@example.org,"PSC 6332, Box 4836
APO AE 46432",True,chase.com/mortgage,104
Bob Terrell,41,management,married,tertiary,no,1773,no,no,8,may,106,1,-1,0,unknown,no,9372559394,bethanymoon@example.net,"550 Andre Centers Apt. 283
Angelabury, WA 68152",False,chase.com/mortgage,103
Joseph Willis,49,admin.,married,secondary,no,1677,no,no,5,jun,19,3,-1,0,unknown,no,4909581100,erincurtis@example.com,"37446 Watson Trafficway Suite 297
Melissaville, WV 95191",False,bankofamerica.com/home-loans,103
Shannon Horton,59,retired,married,secondary,no,0,no,yes,26,may,155,1,-1,0,unknown,no,3368202682,fuentesjermaine@example.org,"236 Davidson Centers Suite 928
New Timothy, TN 64109",False,bankofamerica.com/home-loans,103
Kevin Carpenter,36,management,single,secondary,no,992,no,no,6,jun,351,1,-1,0,unknown,no,5007477093,vanessa83@example.com,"96651 Pam Tunnel Suite 305
Mcbridefort, UT 05944",False,chase.com/mortgage,102
Melissa Parker,35,technician,single,tertiary,no,914,no,no,3,jun,166,1,-1,0,unknown,no,5816478527,anthony61@example.com,"1416 Jackson Throughway Apt. 875
Kirbybury, VT 25045",True,chase.com/mortgage,102
Amy Edwards,52,admin.,married,secondary,no,531,no,no,5,jun,222,1,-1,0,unknown,no,8554726743,qcox@example.net,"71288 Lopez Square
West Kevinmouth, SD 20216",False,bankofamerica.com/home-loans,102
Dale Pugh,58,retired,married,secondary,no,32948,no,no,29,may,364,2,-1,0,unknown,no,3146457904,jameslowe@example.org,"5207 Keith Alley Apt. 066
South Elijahfurt, NV 87271",False,chase.com/mortgage,102
Bruce Scott,36,management,single,tertiary,no,247,no,no,21,may,354,5,-1,0,unknown,no,8746588162,stephanie59@example.net,"3853 Murphy Row
South Valerie, RI 42092",True,rocketmortgage.com,102
Andrew Weber,41,entrepreneur,married,tertiary,no,102,no,no,15,may,323,1,-1,0,unknown,no,5322384092,bmartinez@example.org,"5270 Shannon Springs
Marychester, VT 27874",False,rocketmortgage.com,102
Margaret Gray,59,services,married,secondary,no,7475,no,no,15,may,587,1,-1,0,unknown,no,8049862118,mackenzie79@example.net,"592 Norris Cliff
Tylershire, RI 79648",False,bankofamerica.com/home-loans,102
Kimberly Rodriguez,36,blue-collar,single,secondary,no,284,no,no,9,jun,114,1,-1,0,unknown,no,2178374246,hernandezshawna@example.com,"PSC 8509, Box 5200
APO AA 28559",False,chase.com/mortgage,101
Monica Phillips,53,blue-collar,married,primary,no,90,no,no,5,may,124,1,-1,0,unknown,no,7743070732,foxmichael@example.com,"52859 Barrera Extensions
North Sharon, ID 14749",False,rocketmortgage.com,101
Angela West,48,blue-collar,married,primary,no,575,no,no,15,may,101,3,-1,0,unknown,no,2878097623,kevincarter@example.com,"88456 Amber Isle
Leblancmouth, OH 74217",True,chase.com/mortgage,101
Martin Bates,47,unknown,married,unknown,no,750,no,no,6,jun,188,1,-1,0,unknown,no,8348803469,bryantanthony@example.com,"403 Lewis Loop Apt. 191
Mauricechester, PA 38335",False,chase.com/mortgage,100
Miguel Deleon,54,entrepreneur,married,secondary,no,2791,no,no,6,jun,94,1,-1,0,unknown,no,2216891304,erin15@example.com,"2165 Kevin Vista Apt. 953
Port Michaelhaven, MO 52357",False,bankofamerica.com/home-loans,100
Anthony King,39,blue-collar,married,tertiary,no,10483,no,no,9,jun,218,1,-1,0,unknown,no,3869840013,cameron51@example.net,"4962 Jennifer Run Apt. 574
North Tonya, CO 70330",True,rocketmortgage.com,100
Jessica Abbott,53,retired,married,secondary,no,1300,no,no,6,jun,420,1,-1,0,unknown,no,5984408169,hannah95@example.org,"44339 Coleman Pine
Ericmouth, MN 41452",True,chase.com/mortgage,100
Joel Gonzalez,38,services,married,secondary,no,5,no,no,5,jun,115,2,-1,0,unknown,no,4534565778,dyoung@example.net,"244 Young Junction Suite 416
Moratown, AK 32184",True,bankofamerica.com/home-loans,100
Emily Castro,40,management,married,secondary,no,8486,no,no,6,may,260,3,-1,0,unknown,no,6118933590,ejohnson@example.net,"07792 Poole Canyon Apt. 408
New Benjamin, NJ 60762",True,rocketmortgage.com,100
Luis Dominguez,41,services,divorced,secondary,no,83,no,no,20,may,834,6,-1,0,unknown,no,6253116527,daviestiffany@example.net,"1596 Brittany Mission
Lake Johnfort, NM 80113",True,bankofamerica.com/home-loans,100
